player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000007,,Rabih Abdullah,RB,RB,,NE,2004,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,4,0,0,0,1,0.921180764737073,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.4,0.4
00-0000007,,Rabih Abdullah,RB,RB,,NE,2004,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,4,1,0,0,1,-1.90489810553845,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,6.4,6.4
00-0000007,,Rabih Abdullah,RB,RB,,NE,2004,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,9,0,0,0,0,0,0,-0.472900848602876,0,0,0.0344827586206897,0,0,0,0.9,1.9
00-0000007,,Rabih Abdullah,RB,RB,,NE,2004,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,-5,0,0,0,0,-3.20625989433029,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.5,-0.5
00-0000007,,Rabih Abdullah,RB,RB,,NE,2004,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,5,0,0,0,1,-0.778662896482274,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.5,0.5
00-0000007,,Rabih Abdullah,RB,RB,,NE,2004,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,5,0,0,0,0,-0.688733512535691,0,0,1,0,0,0,0,0,0,0,-2.65919927216601,0,0,0.0294117647058824,0,0,0,0.5,0.5
00-0000100,,Chidi Ahanotu,DE,DL,,MIA,2004,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,-0.11225197132444,0,0,0.0227272727272727,0,0,0,0,0
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,5,15,0,0,0,0,0,0,-3.95390253418434,0,0,0.192307692307692,0,0,0,1.5,3.5
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,13,0,0,0,0,0,1,1.28356685873587,0,0,0.12,0,0,0,1.3,3.3
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,6,15,0,0,0,0,0,1,-2.70654375676531,0,0,0.157894736842105,0,0,0,1.5,4.5
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,15,0,0,0,0,0,1,0.120058222324587,0,0,0.125,0,0,0,1.5,3.5
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,3,4,0,0,0,0,0,0,-1.82782544277143,0,0,0.130434782608696,0,0,0,0.4,1.4
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,5,52,0,0,0,0,0,2,3.86323969590012,0,0,0.227272727272727,0,0,0,5.2,10.2
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,4,25,0,0,0,0,0,2,1.12621892726747,0,0,0.125,0,0,0,2.5,4.5
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,7,19,0,0,0,0,0,1,-2.91916890663561,0,0,0.14,0,0,0,1.9,3.9
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,7,24,0,0,0,0,0,1,-3.98909630253911,0,0,0.212121212121212,0,0,0,2.4,5.4
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,5,27,1,0,0,0,0,2,1.40413268178236,0,0,0.263157894736842,0,0,0,8.7,12.7
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,8,58,0,0,0,0,0,4,0.959642489557154,0,0,0.210526315789474,0,0,0,5.8,10.8
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,5,0,0,0,0,0,0,0.183418212458491,0,0,0.037037037037037,0,0,0,0.5,1.5
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,-1.23847230350754,0,0,0.0909090909090909,0,0,0,0,0
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,4,26,0,0,0,0,0,2,0.750227938755415,0,0,0.0952380952380952,0,0,0,2.6,4.6
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,4,13,0,0,0,0,0,1,-8.21117081615375,0,0,0.133333333333333,0,0,0,1.3,2.3
00-0000166,,Stephen Alexander,TE,TE,,DET,2004,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,9,66,0,0,0,0,0,3,2.0968644348058,0,0,0.183673469387755,0,0,0,6.6,12.6
00-0000251,,Mike Alstott,FB,RB,,TB,2004,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,5,0,0,0,2,-0.754383984487504,0,3,4,17,0,0,0,0,0,2,1.64417551271617,0,0,0.111111111111111,0,0,0,2.2,5.2
00-0000251,,Mike Alstott,FB,RB,,TB,2004,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,6,0,0,0,0,-0.297181631467538,0,1,3,6,0,0,0,0,0,1,0.241699591919314,0,0,0.0789473684210526,0,0,0,1.2,2.2
00-0000251,,Mike Alstott,FB,RB,,TB,2004,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,12,65,0,0,0,4,-1.47723594680429,0,4,5,30,0,0,0,0,0,1,1.12648466427345,0,0,0.142857142857143,0,0,0,9.5,13.5
00-0000251,,Mike Alstott,FB,RB,,TB,2004,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,7,0,0,0,0,-1.91534118470736,0,3,3,9,0,0,0,0,0,1,-1.22300582926255,0,0,0.136363636363636,0,0,0,1.6,4.6
00-0000251,,Mike Alstott,FB,RB,,TB,2004,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,8,0,0,0,1,-0.783703344524838,0,2,4,7,0,0,0,0,0,0,-1.55294597102329,0,0,0.148148148148148,0,0,0,1.5,3.5
00-0000251,,Mike Alstott,FB,RB,,TB,2004,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,17,1,0,0,3,0.587973137444351,0,3,4,20,0,0,0,0,0,0,0.301294008037075,0,0,0.102564102564103,0,0,0,9.7,12.7
00-0000251,,Mike Alstott,FB,RB,,TB,2004,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,7,29,0,1,1,1,-3.83395882335026,0,2,3,8,0,0,0,0,0,0,-1.74676206131193,0,0,0.130434782608696,0,0,0,1.7,3.7
00-0000251,,Mike Alstott,FB,RB,,TB,2004,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,7,21,0,0,0,2,-0.287061161070596,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,2.1,2.1
00-0000251,,Mike Alstott,FB,RB,,TB,2004,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,6,15,0,0,0,2,-1.05998541007284,0,2,2,19,0,0,0,0,0,1,0.931024960268423,0,0,0.0512820512820513,0,0,0,3.4,5.4
00-0000251,,Mike Alstott,FB,RB,,TB,2004,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,9,42,1,0,0,4,1.74029803316807,0,1,1,6,0,0,0,0,0,0,0.111328553990461,0,0,0.0476190476190476,0,0,0,10.8,11.8
00-0000251,,Mike Alstott,FB,RB,,TB,2004,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,12,0,0,0,0,-1.49223820597399,0,2,4,23,0,0,0,0,0,2,-2.93010976817459,0,0,0.0816326530612245,0,0,0,3.5,5.5
00-0000251,,Mike Alstott,FB,RB,,TB,2004,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,2,0,0,0,0,-1.03981499851216,0,1,2,5,0,1,1,0,0,0,-3.70787071506493,0,0,0.0952380952380952,0,0,0,-1.3,-0.3
00-0000251,,Mike Alstott,FB,RB,,TB,2004,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,2,0,0,0,1,0.351069683209062,0,3,3,37,0,0,0,0,0,2,1.35065326781478,0,0,0.0731707317073171,0,0,0,3.9,6.9
00-0000251,,Mike Alstott,FB,RB,,TB,2004,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,-1,0,0,0,0,-0.634087523329072,0,2,3,15,0,0,0,0,0,1,0.0132252585608512,0,0,0.1,0,0,0,1.4,3.4
00-0000339,,Richie Anderson,FB,RB,,DAL,2004,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,6,10,0,1,1,1,-6.28608526242897,0,4,6,31,0,0,0,0,0,1,-1.03073374465264,0,0,0.122448979591837,0,0,0,2.1,6.1
00-0000339,,Richie Anderson,FB,RB,,DAL,2004,3,REG,1,1,26,1,0,0,0,0,0,0,0,1,3.57966357411351,0,0,,4,20,0,0,0,1,0.536233655409887,0,2,4,41,0,0,0,0,0,2,1.90300614607986,0,0,0.142857142857143,0,0,0,11.14,13.14
00-0000339,,Richie Anderson,FB,RB,,DAL,2004,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,9,56,0,0,0,1,0.165842860820703,0,2,3,9,0,0,0,0,0,0,-0.548796154092997,0,0,0.12,0,0,0,6.5,8.5
00-0000339,,Richie Anderson,FB,RB,,DAL,2004,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,6,54,1,0,0,3,4.87764727481408,0,3,5,18,0,0,0,0,0,0,-1.56781907094381,0,0,0.147058823529412,0,0,0,13.2,16.2
00-0000339,,Richie Anderson,FB,RB,,DAL,2004,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,25,0,0,0,1,-2.38781599258073,0,2,4,22,0,0,0,0,0,1,-0.000315271550789475,0,0,0.111111111111111,0,0,0,4.7,6.7
00-0000339,,Richie Anderson,FB,RB,,DAL,2004,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,7,5,0,0,0,0,-3.41203027113806,0,2,3,21,0,0,0,0,0,1,-0.0308284962829803,0,0,0.125,0,0,0,2.6,4.6
00-0000339,,Richie Anderson,FB,RB,,DAL,2004,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,10,29,0,0,0,2,-1.47133593709441,0,4,5,21,0,0,0,0,0,0,-1.42205764889775,0,0,0.172413793103448,0,0,0,5,9
00-0000339,,Richie Anderson,FB,RB,,DAL,2004,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,6,28,0,0,0,2,-0.228185616084375,0,2,2,6,0,0,0,0,0,1,0.20293463987764,0,0,0.0689655172413793,0,0,0,3.4,5.4
00-0000339,,Richie Anderson,FB,RB,,DAL,2004,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,7,0,0,0,0,-0.62629674305208,0,3,4,22,0,0,0,0,0,0,-2.51616530314353,0,0,0.114285714285714,0,0,0,2.9,5.9
00-0000339,,Richie Anderson,FB,RB,,DAL,2004,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,9,0,0,0,0,0,0,0.331784202717245,0,0,0.0714285714285714,0,0,0,0.9,1.9
00-0000339,,Richie Anderson,FB,RB,,DAL,2004,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,12,0,0,0,0,0.392348290653899,0,1,3,7,0,0,0,0,0,0,-0.774984782037791,0,0,0.0833333333333333,0,0,0,1.9,2.9
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,-2.93143275502371,0,0,0.0344827586206897,0,0,0,0,0
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,4,0,0,0,0,-0.732913232292049,0,1,1,21,1,0,0,0,0,1,3.59424558468163,0,0,0.0526315789473684,0,0,0,8.5,9.5
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,7,0,0,0,0,0,0,0.353666939772666,0,0,0.0303030303030303,0,0,0,0.7,1.7
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,14,0,0,0,0,0,0,-1.67165512942052,0,0,0.0571428571428571,0,0,0,1.4,3.4
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,4,1,0,0,1,1.29760768270353,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,6.4,6.4
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,7,0,0,0,1,0.27818889945047,0,1,2,0,0,1,0,0,0,0,-2.6928601199761,0,0,0.0645161290322581,0,0,0,0.7,1.7
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,12,0,0,0,0,-0.495479247765616,0,1,1,16,0,0,0,0,0,1,1.57485839497531,0,0,0.0416666666666667,0,0,0,2.8,3.8
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,6,0,0,0,0,0.327088162768632,0,2,4,15,0,0,0,0,0,1,0.424552653450519,0,0,0.0784313725490196,0,0,0,2.1,4.1
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,12,0,0,0,1,0.395725696580485,0,1,1,14,0,0,0,0,0,1,1.96730592288077,0,0,0.0285714285714286,0,0,0,2.6,3.6
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,22,0,0,0,1,-0.176434382330626,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,2.2,2.2
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,13,2,0,0,2,1.50205294450279,0,0,1,0,0,0,0,0,0,0,-0.428803530172445,0,0,0.0227272727272727,0,0,0,13.3,13.3
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,2,0,0,0,1,1.1559229514678,0,4,4,45,0,0,0,0,0,3,5.27959423256107,0,0,0.117647058823529,0,0,0,4.7,8.7
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,9,0,0,0,0,0.193412363296375,0,4,4,34,0,0,0,0,0,2,1.90343003883027,0,0,0.125,0,0,0,4.3,8.3
00-0000552,,Obafemi Ayanbadejo,RB,RB,,ARI,2004,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,6,31,0,0,0,2,-1.82734425451019,0,2,3,5,0,0,0,0,0,0,-1.18703144561732,0,0,0.0833333333333333,0,0,0,3.6,5.6
00-0000585,,Champ Bailey,CB,DB,,DEN,2004,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,11,0,0,0,0,0,0,-1.34506232510227,0,0,0.0740740740740741,0,0,0,1.1,2.1
00-0000585,,Champ Bailey,CB,DB,,DEN,2004,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,-0.355649220058695,0,0,0.0263157894736842,0,0,0,0,0
00-0000585,,Champ Bailey,CB,DB,,DEN,2004,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,-1.41906821486089,0,0,0.0344827586206897,0,0,0,0,0
00-0000722,,Tony Banks,QB,QB,,HOU,2004,8,REG,0,1,0,0,0,0,0,0,0,0,0,0,-1.06223816098645,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
00-0000722,,Tony Banks,QB,QB,,HOU,2004,17,REG,1,1,16,0,0,0,0,0,0,0,0,1,2.15374344860902,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.64,0.64
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,9,125,1,0,0,3,6.67176655074582,0,5,6,75,0,0,0,0,0,3,4.9957554108114,0,0,0.171428571428571,0,0,0,26,31
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,18,42,0,0,0,2,-5.99977484918782,0,2,5,27,0,0,0,0,0,2,-1.96940498819599,0,0,0.151515151515152,0,0,0,6.9,8.9
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,23,106,1,0,0,7,0.909301621821088,0,3,4,48,0,0,0,0,0,1,2.83628354334973,0,0,0.153846153846154,0,0,0,21.4,24.4
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,23,182,1,0,0,6,5.58937431470054,0,4,4,14,0,0,0,0,0,1,1.98307718371507,0,0,0.153846153846154,0,0,0,25.6,29.6
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,23,122,1,0,0,5,4.03646049048637,0,5,7,76,0,0,0,0,0,1,3.21310720073999,0,0,0.225806451612903,0,0,0,25.8,30.8
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,22,70,0,1,0,8,-2.38912231696304,0,7,10,102,1,0,0,0,0,1,6.58753093716223,0,0,0.303030303030303,0,0,0,23.2,30.2
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,24,101,2,0,0,5,2.78682330925949,0,1,1,10,0,0,0,0,0,1,0.658741151273716,0,0,0.0476190476190476,0,0,0,23.1,24.1
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,21,72,2,0,0,4,-6.91198438190622,0,4,5,59,0,0,0,0,0,2,3.34122898196802,0,0,0.142857142857143,0,0,0,25.1,29.1
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,21,108,1,0,0,7,3.48072975245304,0,5,6,52,0,0,0,0,0,1,2.54257253416016,0,0,0.2,0,0,0,22,27
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,21,107,0,0,0,7,0.911981091310736,0,3,7,24,0,0,0,0,0,2,-1.47292203328107,0,0,0.2,0,0,0,13.1,16.1
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,19,110,0,0,0,3,-1.53211618779331,0,1,3,9,0,0,0,0,0,0,-1.05106637254357,0,0,0.157894736842105,0,0,0,11.9,12.9
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,15,38,0,1,0,2,-3.97609926233417,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,3.8,3.8
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,19,55,1,2,2,2,-10.2304803463339,0,2,6,9,0,0,0,0,0,0,-2.26282469596481,0,0,0.24,0,0,0,8.4,10.4
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,18,76,1,0,0,5,-2.2672752970552,0,5,6,38,0,0,0,0,0,1,-0.126153176941443,0,0,0.260869565217391,0,0,0,17.4,22.4
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,22,109,1,1,0,6,3.82772056938848,0,2,5,14,0,0,0,0,0,0,-1.5478270550957,0,0,0.142857142857143,0,0,0,18.3,20.3
00-0000745,,Tiki Barber,RB,RB,,NYG,2004,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,24,95,1,0,0,5,3.87634306866676,0,3,4,21,1,0,0,0,0,2,0.517777803528588,0,0,0.148148148148148,0,0,0,23.6,26.6
00-0000849,,Mike Bartrum,LS,SPEC,,PHI,2004,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,18,1,0,0,0,0,1,2.31960851015322,0,0,0.0476190476190476,0,0,0,7.8,9.8
00-0000849,,Mike Bartrum,LS,SPEC,,PHI,2004,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,-0.269145434198435,0,0,0.0384615384615385,0,0,0,0,0
00-0000849,,Mike Bartrum,LS,SPEC,,PHI,2004,8,REG,0,1,0,0,0,0,0,0,0,0,0,0,-0.709762919694185,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
00-0000849,,Mike Bartrum,LS,SPEC,,PHI,2004,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,4,27,0,1,0,0,0,2,0.962988700368442,0,0,0.0754716981132076,0,0,0,2.7,5.7
00-0000942,,Fred Beasley,RB,RB,,SF,2004,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,7,0,0,0,0,0,1,0.76991163904313,0,0,0.032258064516129,0,0,0,0.7,1.7
00-0000942,,Fred Beasley,RB,RB,,SF,2004,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,-0.665136115276255,0,0,0.03125,0,0,0,0,0
00-0000942,,Fred Beasley,RB,RB,,SF,2004,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,4,0,0,0,1,0.50162289571017,0,0,1,0,0,0,0,0,0,0,-0.702869976405054,0,0,0.0212765957446809,0,0,0,0.4,0.4
00-0000942,,Fred Beasley,RB,RB,,SF,2004,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,7,0,0,0,2,-0.771311942138709,0,1,1,9,0,0,0,0,0,0,0.93643109081313,0,0,0.0357142857142857,0,0,0,1.6,2.6
00-0000942,,Fred Beasley,RB,RB,,SF,2004,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,1,0,0,0,1,-1.27713768952526,0,2,5,-1,0,0,0,0,0,0,-3.27928189013619,0,0,0.138888888888889,0,0,0,0,2
00-0000942,,Fred Beasley,RB,RB,,SF,2004,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,1,0,0,0,0,-0.435155239654705,0,2,3,8,0,0,0,0,0,0,-0.707804422592744,0,0,0.0882352941176471,0,0,0,0.9,2.9
00-0000942,,Fred Beasley,RB,RB,,SF,2004,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,8,0,0,0,0,0,0,0.403621764853597,0,0,0.0277777777777778,0,0,0,0.8,1.8
00-0000942,,Fred Beasley,RB,RB,,SF,2004,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,2,0,0,0,0,-0.416205352637917,0,2,5,5,0,0,0,0,0,0,-2.78564516408369,0,0,0.131578947368421,0,0,0,0.7,2.7
00-0000942,,Fred Beasley,RB,RB,,SF,2004,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,3,8,0,0,0,0,0,0,-1.10421348398086,0,0,0.142857142857143,0,0,0,0.8,1.8
00-0000942,,Fred Beasley,RB,RB,,SF,2004,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,-1.624040429655,0,0,0.0588235294117647,0,0,0,0,0
00-0000942,,Fred Beasley,RB,RB,,SF,2004,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,-7.11027286021272,0,0,0.0263157894736842,0,0,0,0,0
00-0000942,,Fred Beasley,RB,RB,,SF,2004,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,-0.498728956095874,0,0,0.05,0,0,0,0,0
00-0001098,,Brandon Bennett,RB,RB,,CAR,2004,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,5,1,0,0,1,-0.448670946469065,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,6.5,6.5
00-0001098,,Brandon Bennett,RB,RB,,CAR,2004,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,11,0,0,0,1,1.25771998101845,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,1.1,1.1
00-0001098,,Brandon Bennett,RB,RB,,CAR,2004,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,1,0,0,0,0,-1.19113844656385,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.1,0.1
