season,game_type,team,week,Probable,Questionable,Doubtful,Out
2009,CON,IND,20,16,1,0,0
2009,CON,MIN,20,5,5,0,0
2009,CON,NO,20,4,2,0,0
2009,CON,NYJ,20,8,0,0,0
2009,DIV,ARI,19,5,4,0,0
2009,DIV,BAL,19,6,0,0,0
2009,DIV,DAL,19,5,0,0,0
2009,DIV,IND,19,22,0,0,0
2009,DIV,MIN,19,5,2,0,0
2009,DIV,NO,19,4,0,0,0
2009,DIV,NYJ,19,8,0,0,0
2009,DIV,SD,19,1,0,0,0
2009,REG,ARI,1,3,3,0,0
2009,REG,ARI,2,3,4,0,2
2009,REG,ARI,3,9,6,0,1
2009,REG,ARI,5,3,5,0,0
2009,REG,ARI,6,3,5,0,1
2009,REG,ARI,7,4,2,0,1
2009,REG,ARI,8,3,4,0,0
2009,REG,ARI,9,9,5,0,0
2009,REG,ARI,10,5,4,2,0
2009,REG,ARI,11,5,7,0,1
2009,REG,ARI,12,4,5,0,1
2009,REG,ARI,13,0,6,2,1
2009,REG,ARI,14,8,3,0,1
2009,REG,ARI,15,3,4,0,3
2009,REG,ARI,16,3,4,0,1
2009,REG,ARI,17,4,7,0,0
2009,REG,ATL,1,6,0,0,1
2009,REG,ATL,2,2,1,0,0
2009,REG,ATL,3,3,1,0,0
2009,REG,ATL,5,2,0,0,1
2009,REG,ATL,6,2,2,0,1
2009,REG,ATL,7,2,1,2,1
2009,REG,ATL,8,2,10,0,0
2009,REG,ATL,9,1,10,0,0
2009,REG,ATL,10,1,7,0,0
2009,REG,ATL,11,1,3,1,1
2009,REG,ATL,12,3,5,0,1
2009,REG,ATL,13,1,7,0,1
2009,REG,ATL,14,1,9,0,2
2009,REG,ATL,15,4,8,1,0
2009,REG,ATL,16,0,8,1,0
2009,REG,ATL,17,0,12,0,0
2009,REG,BAL,1,2,1,1,0
2009,REG,BAL,2,4,1,1,0
2009,REG,BAL,3,4,3,0,0
2009,REG,BAL,4,7,3,0,0
2009,REG,BAL,5,7,1,0,0
2009,REG,BAL,6,5,0,1,0
2009,REG,BAL,8,6,1,0,0
2009,REG,BAL,9,6,3,0,0
2009,REG,BAL,10,10,3,0,0
2009,REG,BAL,11,4,2,0,2
2009,REG,BAL,12,5,2,1,0
2009,REG,BAL,13,10,3,2,0
2009,REG,BAL,14,2,4,4,0
2009,REG,BAL,15,3,7,1,2
2009,REG,BAL,16,7,5,3,0
2009,REG,BAL,17,3,6,0,0
2009,REG,BUF,1,1,0,0,2
2009,REG,BUF,2,4,1,0,1
2009,REG,BUF,3,3,2,2,3
2009,REG,BUF,4,2,0,0,6
2009,REG,BUF,5,4,1,0,4
2009,REG,BUF,6,5,1,0,4
2009,REG,BUF,7,2,1,1,4
2009,REG,BUF,8,2,1,0,6
2009,REG,BUF,10,6,5,0,3
2009,REG,BUF,11,0,4,0,5
2009,REG,BUF,12,2,3,0,3
2009,REG,BUF,13,0,2,0,3
2009,REG,BUF,14,3,6,0,3
2009,REG,BUF,15,1,4,0,1
2009,REG,BUF,16,0,4,0,3
2009,REG,BUF,17,2,2,1,8
2009,REG,CAR,1,0,2,0,0
2009,REG,CAR,2,5,1,1,0
2009,REG,CAR,3,11,0,3,1
2009,REG,CAR,5,4,1,0,1
2009,REG,CAR,6,6,2,0,0
2009,REG,CAR,7,0,5,0,0
2009,REG,CAR,8,0,5,0,3
2009,REG,CAR,9,1,7,0,1
2009,REG,CAR,10,2,5,2,0
2009,REG,CAR,11,0,3,3,1
2009,REG,CAR,12,2,4,1,0
2009,REG,CAR,13,5,1,3,2
2009,REG,CAR,14,4,3,0,2
2009,REG,CAR,15,4,2,0,1
2009,REG,CAR,16,0,3,2,1
2009,REG,CAR,17,0,5,2,1
2009,REG,CHI,1,1,2,0,0
2009,REG,CHI,2,5,0,2,0
2009,REG,CHI,3,3,1,1,1
2009,REG,CHI,4,5,3,2,0
2009,REG,CHI,6,1,3,2,0
2009,REG,CHI,7,5,0,2,1
2009,REG,CHI,8,8,0,1,1
2009,REG,CHI,9,7,2,0,1
2009,REG,CHI,10,3,1,0,3
2009,REG,CHI,11,0,0,2,2
2009,REG,CHI,12,4,0,1,1
2009,REG,CHI,13,1,3,2,0
2009,REG,CHI,14,4,2,0,0
2009,REG,CHI,15,0,5,1,0
2009,REG,CHI,16,4,4,1,1
2009,REG,CHI,17,3,0,3,2
2009,REG,CIN,1,3,1,0,2
2009,REG,CIN,2,3,0,0,3
2009,REG,CIN,3,4,3,0,2
2009,REG,CIN,4,5,5,0,1
2009,REG,CIN,5,5,3,0,2
2009,REG,CIN,6,5,2,2,1
2009,REG,CIN,7,7,2,1,2
2009,REG,CIN,9,4,2,0,0
2009,REG,CIN,10,4,2,2,1
2009,REG,CIN,11,2,3,3,0
2009,REG,CIN,12,5,5,0,0
2009,REG,CIN,13,9,0,3,0
2009,REG,CIN,14,3,2,0,3
2009,REG,CIN,15,5,1,0,2
2009,REG,CIN,16,6,0,0,0
2009,REG,CIN,17,3,4,1,1
2009,REG,CLE,1,2,4,1,1
2009,REG,CLE,2,5,4,0,1
2009,REG,CLE,3,6,3,3,0
2009,REG,CLE,4,5,5,3,0
2009,REG,CLE,5,8,4,2,0
2009,REG,CLE,6,10,7,0,0
2009,REG,CLE,7,15,6,2,0
2009,REG,CLE,8,12,6,0,0
2009,REG,CLE,10,5,8,0,0
2009,REG,CLE,11,7,4,0,0
2009,REG,CLE,12,6,6,0,0
2009,REG,CLE,13,7,4,0,1
2009,REG,CLE,14,9,4,0,1
2009,REG,CLE,15,8,2,1,0
2009,REG,CLE,16,7,3,1,0
2009,REG,CLE,17,7,4,3,1
2009,REG,DAL,1,0,1,0,3
2009,REG,DAL,2,4,0,0,2
2009,REG,DAL,4,4,0,0,3
2009,REG,DAL,5,3,1,2,3
2009,REG,DAL,7,10,0,0,0
2009,REG,DAL,8,3,1,0,1
2009,REG,DAL,9,4,0,0,1
2009,REG,DAL,10,5,0,0,1
2009,REG,DAL,11,5,0,0,3
2009,REG,DAL,12,7,1,0,2
2009,REG,DAL,13,5,0,0,2
2009,REG,DAL,14,5,0,0,3
2009,REG,DAL,15,3,2,0,3
2009,REG,DAL,16,6,0,0,2
2009,REG,DAL,17,4,0,0,2
2009,REG,DEN,1,1,5,0,2
2009,REG,DEN,2,5,2,0,2
2009,REG,DEN,3,6,3,0,1
2009,REG,DEN,4,2,2,2,1
2009,REG,DEN,5,0,3,0,2
2009,REG,DEN,6,1,0,0,1
2009,REG,DEN,8,3,0,0,0
2009,REG,DEN,9,2,0,0,2
2009,REG,DEN,10,1,1,1,1
2009,REG,DEN,11,3,2,0,2
2009,REG,DEN,12,2,0,0,2
2009,REG,DEN,13,5,1,0,0
2009,REG,DEN,14,3,1,0,0
2009,REG,DEN,15,6,1,2,0
2009,REG,DEN,16,4,1,0,2
2009,REG,DEN,17,6,2,0,1
2009,REG,DET,1,4,3,1,0
2009,REG,DET,2,5,2,2,0
2009,REG,DET,3,5,3,3,0
2009,REG,DET,4,1,5,3,0
2009,REG,DET,5,5,5,0,2
2009,REG,DET,6,5,6,3,0
2009,REG,DET,8,9,5,0,1
2009,REG,DET,9,6,3,0,0
2009,REG,DET,10,7,3,0,1
2009,REG,DET,11,11,3,0,3
2009,REG,DET,12,5,3,2,3
2009,REG,DET,13,5,4,0,2
2009,REG,DET,14,8,2,2,1
2009,REG,DET,15,3,5,2,1
2009,REG,DET,16,5,5,0,2
2009,REG,DET,17,6,2,0,1
2009,REG,GB,1,2,2,1,0
2009,REG,GB,2,3,2,0,2
2009,REG,GB,3,4,3,0,3
2009,REG,GB,4,5,1,0,3
2009,REG,GB,6,8,2,0,3
2009,REG,GB,7,4,1,2,5
2009,REG,GB,8,5,3,2,2
2009,REG,GB,9,4,4,0,4
2009,REG,GB,10,8,1,0,4
2009,REG,GB,11,13,2,1,0
2009,REG,GB,12,9,0,2,2
2009,REG,GB,13,8,1,0,2
2009,REG,GB,14,6,1,1,1
2009,REG,GB,15,3,1,1,1
2009,REG,GB,16,7,2,0,1
2009,REG,GB,17,5,3,1,1
2009,REG,HOU,1,1,2,0,2
2009,REG,HOU,2,1,4,0,2
2009,REG,HOU,3,3,2,2,1
2009,REG,HOU,4,4,4,1,2
2009,REG,HOU,5,7,4,0,1
2009,REG,HOU,6,3,2,0,1
2009,REG,HOU,7,3,2,1,1
2009,REG,HOU,8,8,3,0,0
2009,REG,HOU,9,8,2,0,2
2009,REG,HOU,11,2,1,1,1
2009,REG,HOU,12,4,3,0,0
2009,REG,HOU,13,4,2,0,1
2009,REG,HOU,14,4,1,0,1
2009,REG,HOU,15,9,1,0,0
2009,REG,HOU,16,1,3,0,0
2009,REG,HOU,17,4,2,0,0
2009,REG,IND,1,0,1,0,3
2009,REG,IND,2,0,5,0,3
2009,REG,IND,3,0,4,0,2
2009,REG,IND,4,0,5,0,2
2009,REG,IND,5,0,3,1,2
2009,REG,IND,7,0,4,0,3
2009,REG,IND,8,0,4,1,3
2009,REG,IND,9,0,4,0,3
2009,REG,IND,10,0,2,0,3
2009,REG,IND,11,2,6,0,5
2009,REG,IND,12,15,6,0,4
2009,REG,IND,13,14,3,0,5
2009,REG,IND,14,10,7,0,4
2009,REG,IND,15,20,4,0,5
2009,REG,IND,16,15,4,2,4
2009,REG,IND,17,15,11,0,4
2009,REG,JAX,1,2,0,0,1
2009,REG,JAX,2,2,0,0,2
2009,REG,JAX,3,2,0,0,2
2009,REG,JAX,4,4,0,3,1
2009,REG,JAX,5,5,0,0,4
2009,REG,JAX,6,6,4,0,2
2009,REG,JAX,8,1,1,0,2
2009,REG,JAX,9,3,0,0,1
2009,REG,JAX,10,2,1,0,1
2009,REG,JAX,11,1,1,1,1
2009,REG,JAX,12,2,0,0,1
2009,REG,JAX,13,4,2,0,2
2009,REG,JAX,14,2,2,3,0
2009,REG,JAX,15,8,1,1,1
2009,REG,JAX,16,1,2,0,0
2009,REG,JAX,17,4,0,0,4
2009,REG,KC,1,0,3,0,0
2009,REG,KC,2,0,2,0,0
2009,REG,KC,3,2,4,0,0
2009,REG,KC,4,1,1,0,0
2009,REG,KC,5,3,0,0,0
2009,REG,KC,6,1,2,0,0
2009,REG,KC,7,3,1,0,0
2009,REG,KC,9,3,1,1,0
2009,REG,KC,10,5,0,0,1
2009,REG,KC,11,0,1,4,0
2009,REG,KC,12,1,2,0,3
2009,REG,KC,13,2,3,1,1
2009,REG,KC,14,4,1,0,0
2009,REG,KC,15,0,4,1,0
2009,REG,KC,16,1,4,2,0
2009,REG,KC,17,2,0,0,1
2009,REG,MIA,1,1,0,0,0
2009,REG,MIA,2,0,1,0,0
2009,REG,MIA,3,1,2,0,0
2009,REG,MIA,4,0,1,0,0
2009,REG,MIA,5,2,1,0,0
2009,REG,MIA,8,2,0,1,0
2009,REG,MIA,9,0,0,2,0
2009,REG,MIA,10,1,1,3,0
2009,REG,MIA,11,1,2,0,4
2009,REG,MIA,12,2,0,2,0
2009,REG,MIA,13,2,2,1,0
2009,REG,MIA,14,2,1,1,0
2009,REG,MIA,15,5,1,0,0
2009,REG,MIA,16,2,0,0,0
2009,REG,MIA,17,1,1,0,0
2009,REG,MIN,1,1,1,0,1
2009,REG,MIN,2,2,1,0,1
2009,REG,MIN,3,3,2,0,1
2009,REG,MIN,4,5,2,2,0
2009,REG,MIN,5,4,2,0,1
2009,REG,MIN,6,4,2,1,0
2009,REG,MIN,7,3,3,2,0
2009,REG,MIN,8,5,4,0,1
2009,REG,MIN,10,4,1,0,1
2009,REG,MIN,11,5,2,1,0
2009,REG,MIN,12,4,2,1,0
2009,REG,MIN,13,7,4,0,0
2009,REG,MIN,14,8,5,1,0
2009,REG,MIN,15,9,3,0,0
2009,REG,MIN,16,3,1,0,0
2009,REG,MIN,17,4,2,1,0
2009,REG,NE,1,5,5,0,1
2009,REG,NE,2,2,8,0,1
2009,REG,NE,3,1,10,0,1
2009,REG,NE,4,4,3,1,0
2009,REG,NE,5,2,6,0,1
2009,REG,NE,6,3,5,1,1
2009,REG,NE,7,4,3,0,4
2009,REG,NE,9,2,3,0,5
2009,REG,NE,10,3,10,1,3
2009,REG,NE,11,3,13,0,1
2009,REG,NE,12,3,17,0,1
2009,REG,NE,13,3,14,2,0
2009,REG,NE,14,4,9,1,0
2009,REG,NE,15,3,11,0,0
2009,REG,NE,16,9,5,0,0
2009,REG,NE,17,10,2,0,0
2009,REG,NO,1,2,0,0,3
2009,REG,NO,2,5,2,0,2
2009,REG,NO,3,7,1,0,5
2009,REG,NO,4,4,1,0,4
2009,REG,NO,6,7,2,0,0
2009,REG,NO,7,7,2,0,0
2009,REG,NO,8,12,1,0,1
2009,REG,NO,9,3,1,1,3
2009,REG,NO,10,5,2,0,3
2009,REG,NO,11,3,2,0,3
2009,REG,NO,12,1,6,2,0
2009,REG,NO,13,9,3,4,2
2009,REG,NO,14,13,2,2,2
2009,REG,NO,15,10,7,0,1
2009,REG,NO,16,9,6,0,2
2009,REG,NO,17,7,5,2,3
2009,REG,NYG,1,0,1,2,1
2009,REG,NYG,2,2,2,0,6
2009,REG,NYG,3,1,4,0,6
2009,REG,NYG,4,7,1,0,4
2009,REG,NYG,5,5,2,1,4
2009,REG,NYG,6,7,0,0,3
2009,REG,NYG,7,6,1,0,3
2009,REG,NYG,8,3,1,0,3
2009,REG,NYG,9,5,2,0,1
2009,REG,NYG,11,2,1,0,0
2009,REG,NYG,12,1,0,0,2
2009,REG,NYG,13,3,3,0,1
2009,REG,NYG,14,4,2,0,0
2009,REG,NYG,15,2,1,2,0
2009,REG,NYG,16,13,0,0,0
2009,REG,NYG,17,3,4,0,5
2009,REG,NYJ,1,5,1,0,0
2009,REG,NYJ,2,5,3,0,0
2009,REG,NYJ,3,11,1,0,2
2009,REG,NYJ,4,9,0,0,2
2009,REG,NYJ,5,4,3,1,1
2009,REG,NYJ,6,5,3,2,0
2009,REG,NYJ,7,8,2,0,3
2009,REG,NYJ,8,5,5,1,0
2009,REG,NYJ,10,6,0,1,0
2009,REG,NYJ,11,3,1,0,1
2009,REG,NYJ,12,5,0,0,2
2009,REG,NYJ,13,6,0,0,3
2009,REG,NYJ,14,5,2,0,3
2009,REG,NYJ,15,5,1,0,1
2009,REG,NYJ,16,7,0,0,0
2009,REG,NYJ,17,3,2,0,1
2009,REG,OAK,1,3,1,2,1
2009,REG,OAK,2,3,1,0,2
2009,REG,OAK,3,4,0,1,3
2009,REG,OAK,4,6,1,1,2
2009,REG,OAK,5,3,2,0,6
2009,REG,OAK,6,3,2,1,5
2009,REG,OAK,7,4,3,0,5
2009,REG,OAK,8,4,3,1,4
2009,REG,OAK,10,5,1,0,3
2009,REG,OAK,11,1,2,0,3
2009,REG,OAK,12,2,1,1,2
2009,REG,OAK,13,3,0,1,1
2009,REG,OAK,14,1,2,1,2
2009,REG,OAK,15,4,2,0,3
2009,REG,OAK,16,3,3,2,2
2009,REG,OAK,17,1,4,2,1
2009,REG,PHI,1,11,0,0,3
2009,REG,PHI,2,5,1,1,3
2009,REG,PHI,3,6,2,3,2
2009,REG,PHI,5,5,1,0,1
2009,REG,PHI,6,6,1,0,2
2009,REG,PHI,7,9,4,0,4
2009,REG,PHI,8,8,3,0,4
2009,REG,PHI,9,8,4,2,1
2009,REG,PHI,10,8,3,0,2
2009,REG,PHI,11,9,1,0,4
2009,REG,PHI,12,10,2,0,3
2009,REG,PHI,13,11,0,0,4
2009,REG,PHI,14,11,2,0,1
2009,REG,PHI,15,8,1,0,2
2009,REG,PHI,16,7,2,0,0
2009,REG,PHI,17,6,0,0,0
2009,REG,PIT,1,1,0,1,0
2009,REG,PIT,2,2,0,0,2
2009,REG,PIT,3,4,0,0,1
2009,REG,PIT,4,2,0,1,2
2009,REG,PIT,5,2,1,1,1
2009,REG,PIT,6,6,0,0,0
2009,REG,PIT,7,2,1,0,0
2009,REG,PIT,9,0,1,2,0
2009,REG,PIT,10,0,0,0,2
2009,REG,PIT,11,0,1,0,2
2009,REG,PIT,12,1,2,0,3
2009,REG,PIT,13,2,0,1,2
2009,REG,PIT,14,2,2,0,1
2009,REG,PIT,15,3,0,0,3
2009,REG,PIT,16,5,1,0,3
2009,REG,PIT,17,4,3,0,0
2009,REG,SD,1,1,1,0,0
2009,REG,SD,2,2,3,0,3
2009,REG,SD,3,7,2,2,3
2009,REG,SD,4,4,1,0,3
2009,REG,SD,6,5,1,0,2
2009,REG,SD,7,7,4,1,1
2009,REG,SD,8,3,1,1,1
2009,REG,SD,9,5,2,1,1
2009,REG,SD,10,5,3,1,2
2009,REG,SD,11,6,2,0,1
2009,REG,SD,12,4,2,1,0
2009,REG,SD,13,7,0,3,1
2009,REG,SD,14,8,1,1,2
2009,REG,SD,15,5,4,0,1
2009,REG,SD,16,4,3,0,0
2009,REG,SD,17,3,2,4,0
2009,REG,SEA,1,0,2,2,2
2009,REG,SEA,2,2,6,0,1
2009,REG,SEA,3,4,3,3,3
2009,REG,SEA,4,5,2,1,3
2009,REG,SEA,5,4,1,0,4
2009,REG,SEA,6,7,0,0,5
2009,REG,SEA,8,3,0,1,1
2009,REG,SEA,9,5,1,0,0
2009,REG,SEA,10,4,0,0,0
2009,REG,SEA,11,2,1,1,1
2009,REG,SEA,12,4,2,0,0
2009,REG,SEA,13,2,2,2,0
2009,REG,SEA,14,3,1,0,0
2009,REG,SEA,15,1,1,0,1
2009,REG,SEA,16,0,2,2,0
2009,REG,SEA,17,1,1,2,1
2009,REG,SF,1,0,0,0,2
2009,REG,SF,2,6,0,1,1
2009,REG,SF,3,4,1,0,0
2009,REG,SF,4,7,0,0,2
2009,REG,SF,5,5,1,0,3
2009,REG,SF,7,4,0,0,3
2009,REG,SF,8,3,2,1,0
2009,REG,SF,9,2,0,0,3
2009,REG,SF,10,11,1,0,4
2009,REG,SF,11,9,1,0,2
2009,REG,SF,12,8,2,2,2
2009,REG,SF,13,7,3,2,1
2009,REG,SF,14,2,3,1,1
2009,REG,SF,15,8,2,1,1
2009,REG,SF,16,6,0,2,2
2009,REG,SF,17,3,3,0,2
2009,REG,STL,1,1,1,0,2
2009,REG,STL,2,0,0,0,2
2009,REG,STL,3,1,0,1,0
2009,REG,STL,4,1,2,1,1
2009,REG,STL,5,2,4,2,1
2009,REG,STL,6,3,1,2,0
2009,REG,STL,7,3,3,0,0
2009,REG,STL,8,4,1,0,1
2009,REG,STL,10,1,1,0,1
2009,REG,STL,11,3,1,0,2
2009,REG,STL,12,1,3,1,1
2009,REG,STL,13,3,1,0,3
2009,REG,STL,14,5,3,0,2
2009,REG,STL,15,3,10,0,2
2009,REG,STL,16,0,1,0,4
2009,REG,STL,17,2,3,1,2
2009,REG,TB,1,3,1,2,1
2009,REG,TB,2,1,2,1,2
2009,REG,TB,3,4,4,1,2
2009,REG,TB,4,10,4,0,2
2009,REG,TB,5,4,4,0,2
2009,REG,TB,6,8,0,0,1
2009,REG,TB,7,4,2,0,0
2009,REG,TB,9,2,3,0,0
2009,REG,TB,10,4,2,2,0
2009,REG,TB,11,6,1,0,0
2009,REG,TB,12,5,0,0,0
2009,REG,TB,13,4,3,0,2
2009,REG,TB,14,1,3,3,0
2009,REG,TB,15,2,4,0,2
2009,REG,TB,16,2,5,0,0
2009,REG,TB,17,4,4,0,0
2009,REG,TEN,1,1,3,0,0
2009,REG,TEN,2,1,2,1,0
2009,REG,TEN,3,0,4,1,1
2009,REG,TEN,4,2,1,2,1
2009,REG,TEN,5,2,5,0,1
2009,REG,TEN,6,3,7,2,1
2009,REG,TEN,8,1,1,3,1
2009,REG,TEN,9,0,6,0,1
2009,REG,TEN,10,3,6,0,1
2009,REG,TEN,11,0,3,0,2
2009,REG,TEN,12,1,4,1,0
2009,REG,TEN,13,1,4,1,1
2009,REG,TEN,14,3,6,0,1
2009,REG,TEN,15,1,4,2,0
2009,REG,TEN,16,4,1,0,2
2009,REG,TEN,17,1,2,0,2
2009,REG,WAS,1,2,0,0,0
2009,REG,WAS,2,3,1,0,0
2009,REG,WAS,3,3,1,0,0
2009,REG,WAS,4,5,1,1,0
2009,REG,WAS,5,1,1,1,1
2009,REG,WAS,6,2,4,0,1
2009,REG,WAS,7,6,2,0,0
2009,REG,WAS,9,1,2,0,3
2009,REG,WAS,10,1,4,0,3
2009,REG,WAS,11,1,3,0,3
2009,REG,WAS,12,2,4,0,3
2009,REG,WAS,13,1,2,1,1
2009,REG,WAS,14,2,3,0,3
2009,REG,WAS,15,1,6,0,0
2009,REG,WAS,16,2,5,1,0
2009,REG,WAS,17,1,2,0,2
2009,SB,IND,21,18,2,0,0
2009,SB,NO,21,19,1,0,0
2009,WC,ARI,18,6,6,0,0
2009,WC,BAL,18,12,0,0,0
2009,WC,CIN,18,7,1,0,1
2009,WC,DAL,18,6,1,0,0
2009,WC,GB,18,7,0,1,0
2009,WC,NE,18,9,1,0,0
2009,WC,NYJ,18,8,2,0,0
2009,WC,PHI,18,11,0,0,0
2010,CON,CHI,20,0,1,0,0
2010,CON,GB,20,8,1,0,1
2010,CON,NYJ,20,8,4,0,0
2010,CON,PIT,20,1,2,1,0
2010,DIV,ATL,19,0,6,1,0
2010,DIV,BAL,19,2,3,0,0
2010,DIV,GB,19,8,3,0,1
2010,DIV,NE,19,2,6,1,0
2010,DIV,NYJ,19,11,3,0,1
2010,DIV,PIT,19,2,0,1,0
2010,DIV,SEA,19,1,1,0,0
2010,REG,ARI,1,6,2,0,0
2010,REG,ARI,2,2,3,0,1
2010,REG,ARI,3,3,4,0,1
2010,REG,ARI,4,2,1,0,2
2010,REG,ARI,5,2,2,0,2
2010,REG,ARI,7,2,5,0,0
2010,REG,ARI,8,5,4,1,0
2010,REG,ARI,9,5,1,1,0
2010,REG,ARI,10,3,4,0,0
2010,REG,ARI,11,4,8,0,0
2010,REG,ARI,12,5,6,0,0
2010,REG,ARI,13,6,4,0,0
2010,REG,ARI,14,7,2,1,0
2010,REG,ARI,15,7,1,1,0
2010,REG,ARI,16,3,2,1,0
2010,REG,ARI,17,0,3,1,0
2010,REG,ATL,1,0,3,0,1
2010,REG,ATL,2,5,1,0,1
2010,REG,ATL,3,1,2,0,0
2010,REG,ATL,4,1,3,0,0
2010,REG,ATL,5,0,3,0,0
2010,REG,ATL,6,2,3,0,0
2010,REG,ATL,7,0,2,0,2
2010,REG,ATL,9,4,2,0,1
2010,REG,ATL,10,4,3,0,1
2010,REG,ATL,11,2,2,0,0
2010,REG,ATL,12,4,2,1,0
2010,REG,ATL,13,7,2,0,0
2010,REG,ATL,14,7,2,1,0
2010,REG,ATL,15,6,2,0,0
2010,REG,ATL,16,0,6,0,0
2010,REG,ATL,17,2,4,0,0
2010,REG,BAL,1,3,0,0,3
2010,REG,BAL,2,2,6,0,2
2010,REG,BAL,3,9,0,0,3
2010,REG,BAL,4,5,4,0,3
2010,REG,BAL,5,4,3,0,4
2010,REG,BAL,6,5,2,1,3
2010,REG,BAL,7,9,2,0,4
2010,REG,BAL,9,2,0,0,1
2010,REG,BAL,10,0,0,0,1
2010,REG,BAL,11,2,1,0,1
2010,REG,BAL,12,1,4,0,0
2010,REG,BAL,13,3,3,0,0
2010,REG,BAL,14,3,1,0,1
2010,REG,BAL,15,3,2,0,2
2010,REG,BAL,16,8,2,0,2
2010,REG,BAL,17,6,2,0,2
2010,REG,BUF,1,1,0,0,3
2010,REG,BUF,2,3,1,0,2
2010,REG,BUF,3,3,0,0,1
2010,REG,BUF,4,2,0,0,3
2010,REG,BUF,5,2,2,0,4
2010,REG,BUF,7,3,2,0,2
2010,REG,BUF,8,1,3,0,1
2010,REG,BUF,9,5,0,0,2
2010,REG,BUF,10,5,0,1,3
2010,REG,BUF,11,2,3,0,3
2010,REG,BUF,12,3,3,0,4
2010,REG,BUF,13,4,1,1,4
2010,REG,BUF,14,2,4,0,4
2010,REG,BUF,15,4,0,0,2
2010,REG,BUF,16,2,1,0,0
2010,REG,BUF,17,7,1,0,3
2010,REG,CAR,1,1,0,0,3
2010,REG,CAR,2,3,3,1,1
2010,REG,CAR,3,6,1,1,0
2010,REG,CAR,4,2,2,0,2
2010,REG,CAR,5,2,0,0,4
2010,REG,CAR,7,3,0,0,2
2010,REG,CAR,8,0,0,2,1
2010,REG,CAR,9,1,0,1,1
2010,REG,CAR,10,1,0,0,4
2010,REG,CAR,11,4,0,0,6
2010,REG,CAR,12,7,0,4,0
2010,REG,CAR,13,4,5,0,1
2010,REG,CAR,14,2,4,2,1
2010,REG,CAR,15,6,0,1,0
2010,REG,CAR,16,6,1,1,1
2010,REG,CAR,17,4,1,0,3
2010,REG,CHI,1,2,1,0,0
2010,REG,CHI,2,1,1,0,1
2010,REG,CHI,3,4,0,0,2
2010,REG,CHI,4,3,0,0,2
2010,REG,CHI,5,0,0,0,3
2010,REG,CHI,6,1,1,0,2
2010,REG,CHI,7,3,2,2,0
2010,REG,CHI,9,2,1,0,1
2010,REG,CHI,10,0,2,0,0
2010,REG,CHI,11,4,0,0,1
2010,REG,CHI,13,0,0,0,1
2010,REG,CHI,14,0,1,0,1
2010,REG,CHI,15,0,1,0,0
2010,REG,CHI,16,2,0,0,0
2010,REG,CHI,17,0,1,0,0
2010,REG,CIN,1,2,2,1,0
2010,REG,CIN,2,3,2,0,1
2010,REG,CIN,3,4,2,1,1
2010,REG,CIN,4,4,3,0,1
2010,REG,CIN,5,5,0,1,2
2010,REG,CIN,7,0,3,0,2
2010,REG,CIN,8,5,5,1,1
2010,REG,CIN,10,5,2,2,2
2010,REG,CIN,11,5,3,2,4
2010,REG,CIN,12,2,3,0,5
2010,REG,CIN,13,5,0,1,1
2010,REG,CIN,14,6,2,1,0
2010,REG,CIN,15,4,1,1,0
2010,REG,CIN,16,1,4,0,1
2010,REG,CIN,17,2,2,1,1
2010,REG,CLE,1,1,3,1,2
2010,REG,CLE,2,4,1,2,2
2010,REG,CLE,3,10,5,3,1
2010,REG,CLE,4,6,6,2,0
2010,REG,CLE,5,5,7,0,1
2010,REG,CLE,6,4,6,4,0
2010,REG,CLE,7,5,3,4,0
2010,REG,CLE,9,1,4,2,0
2010,REG,CLE,10,2,6,0,0
2010,REG,CLE,11,2,9,0,1
2010,REG,CLE,12,1,6,2,1
2010,REG,CLE,13,3,5,2,0
2010,REG,CLE,14,2,6,3,0
2010,REG,CLE,15,7,5,2,0
2010,REG,CLE,16,8,3,1,0
2010,REG,CLE,17,8,4,0,0
2010,REG,DAL,1,1,0,0,3
2010,REG,DAL,2,3,0,0,3
2010,REG,DAL,3,3,2,0,1
2010,REG,DAL,5,3,1,0,0
2010,REG,DAL,6,6,1,0,0
2010,REG,DAL,7,4,0,0,1
2010,REG,DAL,8,2,1,0,4
2010,REG,DAL,9,5,0,0,4
2010,REG,DAL,10,4,0,0,3
2010,REG,DAL,11,5,1,0,2
2010,REG,DAL,12,2,1,0,2
2010,REG,DAL,13,3,1,0,2
2010,REG,DAL,14,4,1,0,2
2010,REG,DAL,15,5,3,0,1
2010,REG,DAL,16,7,1,0,0
2010,REG,DAL,17,5,1,0,1
2010,REG,DEN,1,2,2,0,2
2010,REG,DEN,2,2,2,0,3
2010,REG,DEN,3,2,4,0,2
2010,REG,DEN,4,1,2,0,3
2010,REG,DEN,5,0,2,0,2
2010,REG,DEN,6,2,3,0,5
2010,REG,DEN,7,0,3,0,5
2010,REG,DEN,8,3,0,0,5
2010,REG,DEN,10,0,3,0,2
2010,REG,DEN,11,0,3,0,1
2010,REG,DEN,12,1,1,0,3
2010,REG,DEN,13,0,0,0,4
2010,REG,DEN,14,0,4,0,3
2010,REG,DEN,15,5,3,0,3
2010,REG,DEN,16,2,6,0,0
2010,REG,DEN,17,3,8,0,0
2010,REG,DET,1,2,1,1,0
2010,REG,DET,2,2,2,0,2
2010,REG,DET,3,3,4,0,3
2010,REG,DET,4,9,2,2,2
